2409:8720:2005:0010:0000:0000:0000:0000	无锡市人民政府办公室(无锡市政府研究室)
2409:8720:1700:051F:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0520:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0521:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0522:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0523:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0524:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0525:* 梁溪区蛙小疯餐饮店
2409:8720:1700:0526:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0527:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0528:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0529:* 无锡市城南建设投资发展有限公司
2409:8720:1700:052A:* 无锡市城南建设投资发展有限公司
2409:8720:1700:052B:* 无锡市城南建设投资发展有限公司
2409:8720:1700:052C:* 无锡市城南建设投资发展有限公司
2409:8720:1700:052D:* 梁溪区食在众联餐饮馆
2409:8720:1700:052E:* 新吴区智琳小吃店
2409:8720:1700:0530:* 梁溪区李饼记烧饼店
2409:8720:1700:0531:* 梁溪区林家胡同北京烤鸭店
2409:8720:1700:0532:* 梁溪泉喜锅餐饮店
2409:8720:1700:0533:* 无锡市梁溪区防汛设施管理站
2409:8720:1700:0534:* 无锡锡银金科信息技术有限责任公司
2409:8720:1700:0535:* 慧之谷（南京）信息科技有限公司
2409:8720:1700:0536:* 京东智能城市（无锡）科技有限公司（梁溪智脑-智慧小屋及人群分析系统建设项目）
2409:8720:1700:0537:* 梁溪区和春仕棠馄饨水饺店
2409:8720:1700:0538:* 京东智能城市（无锡）科技有限公司（梁溪智脑-智慧小屋及人群分析系统建设项目）
2409:8720:1700:0539:* 苏州群睿信息科技有限公司
2409:8720:1700:053A:* 梁溪壹鸣冒菜店
2409:8720:1700:053B:* 梁溪区和刺料理店
2409:8720:1700:053C:* 梁溪区晨杰轻食餐店
2409:8720:1700:053D:* 梁溪区藏羊府餐饮店
2409:8720:1700:053E:* 无锡市梁溪区防汛设施管理站
2409:8720:1700:053F:* 梁溪区与或非咖啡店
2409:8720:1700:0540:* 无锡鲲珩城市服务有限公司滨湖分公司
2409:8720:1700:0541:* 无锡市广益建控物业管理有限公司
2409:8720:1700:0542:* 无锡市广益建控物业管理有限公司
2409:8720:1700:0544:* 无锡市广益建控物业管理有限公司
2409:8720:1700:0545:* 梁溪食拿酒稳小酒馆
2409:8720:1700:0546:* 无锡市梁溪区机关事务管理局
2409:8720:1700:0547:* 梁溪区君隽餐饮经营店
2409:8720:1700:0548:* 梁溪区馨味美餐饮经营部（个体工商户）
2409:8720:1700:0549:* 梁溪区咖马仕咖啡馆
2409:8720:1700:054B:* 南京合力叉车有限公司无锡分公司
2409:8720:1700:054C:* 梁溪区猫小仙儿美蛙鱼头馆
2409:8720:1700:054D:* 梁溪区贞辰鸡汤店（个体工商户）
2409:8720:1700:054E:* 梁溪区大树下餐饮店
2409:8720:1700:054F:* 梁溪区甄地道东北菜馆（个体工商户）
2409:8720:1700:0550:* 无锡南扬创业投资有限公司
2409:8720:1700:0551:* 无锡市妇联实验托幼中心
2409:8720:1700:0552:* 无锡路皆通贸易有限公司
2409:8720:1700:0553:* 梁溪如饮提壶酒吧（个体工商户）
2409:8720:1700:0554:* 无锡市唯爱培思托管有限公司
2409:8720:1700:0555:* 无锡一叮点餐饮管理有限公司
2409:8720:1700:0556:* 常州通源水设备科技有限公司
2409:8720:1700:0557:* 博创网联（北京）网络技术有限公司
2409:8720:1700:0558:* 梁溪区魔味川魂餐饮店
2409:8720:1700:0559:* 梁溪区青喜糕糕烘焙店（个体工商户）
2409:8720:1700:055A:* 梁溪老巴茜烧烤店（个体工商户）
2409:8720:1700:0600:* 无锡市新东方教育培训学校有限公司
2409:8720:1700:0601:* 锡山区东亭磊哥龙虾羊肉馆
2409:8720:1700:0602:* 无锡小码王教育科技有限公司
2409:8720:1700:0603:* 无锡小码王教育科技有限公司
2409:8720:1700:0604:* 新吴区吉边餐饮店
2409:8720:1700:0605:* 梁溪区火候餐饮店
2409:8720:1700:0606:* 梁溪区代晓建餐饮店
2409:8720:1700:0607:* 无锡冬北丰餐饮有限公司
2409:8720:1700:0608:* 梁溪区哒发餐饮店
2409:8720:1700:060A:* 梁溪区袁哥餐饮店
2409:8720:1700:060B:* 新吴区刘一手炒饭店
2409:8720:1700:060D:* 梁溪区南丫食档餐饮店
2409:8720:1700:060E:* 梁溪区绿塔拉面店
2409:8720:1700:060F:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0610:* 梁溪区荣军餐饮店
2409:8720:1700:0611:* 梁溪区北相食饮咖啡馆
2409:8720:1700:0612:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0613:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0614:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0615:* 梁溪区常子宸餐饮店
2409:8720:1700:061A:* 江苏勇乾信息科技有限公司
2409:8720:1700:061B:* 无锡崇蝠房产开发有限公司
2409:8720:1700:061C:* 梁溪区关世虎小吃店
2409:8720:1700:061D:* 新吴区小陈陈烧烤店
2409:8720:1700:061E:* 宙爵（无锡）酒店管理有限公司
2409:8720:1700:061F:* 梁溪区涵艳小吃店
2409:8720:1700:0620:* 无锡大禹科技有限公司
2409:8720:1700:0621:* 中国人民财产保险股份有限公司无锡市分公司
2409:8720:1700:0623:* 无锡乐视科技有限公司
2409:8720:1700:0624:* 上海善成实业有限公司
2409:8720:1700:0625:* 梁溪区七鲜稻场餐饮店
2409:8720:1700:0626:* 无锡鼎隆矿业有限公司
2409:8720:1700:0627:* 无锡市妇幼保健院
2409:8720:1700:0628:* 无锡市妇幼保健院
2409:8720:1700:0629:* 无锡市妇幼保健院
2409:8720:1700:062A:* 无锡市妇幼保健院
2409:8720:1700:062B:* 中信银行股份有限公司无锡分行
2409:8720:1700:062C:* 梁溪区久一寿司店
2409:8720:1700:062D:* 梁溪区额尔敦传统涮火锅店
2409:8720:1700:062E:* 无锡婷满羿餐饮管理有限公司
2409:8720:1700:062F:* 梁溪区廖朵朵蛋糕店（个体工商户）
2409:8720:1700:0630:* 新吴区粗饭烘培食品店
2409:8720:1700:0700:* 陕西巨丰投资资讯有限责任公司无锡分公司
2409:8720:1700:0701:* 无锡融溪置业有限公司
2409:8720:1700:0702:* 梁溪王晓杨餐饮店
2409:8720:1700:0703:* 新吴区源之味馄饨店
2409:8720:1700:0704:* 梁溪区拾伍餐饮店
2409:8720:1700:0705:* 梁溪山火包锅台餐饮店
2409:8720:1700:0706:* 梁溪区刘小哥餐饮店
2409:8720:1700:0707:* 梁溪区速麦餐饮店
2409:8720:1700:0708:* 无锡万达锦华国际酒店有限公司
2409:8720:1700:0709:* 无锡万达锦华国际酒店有限公司
2409:8720:1700:070A:* 无锡恒之爱健康管理有限公司
2409:8720:1700:070B:* 梁溪区多美餐饮店
2409:8720:1700:070C:* 梁溪区鲜切果水果商行
2409:8720:1700:070D:* 梁溪咏沐汇足疗养生馆
2409:8720:1700:070E:* 梁溪区盛源楼餐饮店
2409:8720:1700:070F:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0710:* 梁溪区甜语甜品蛋糕坊
2409:8720:1700:0711:* 萨孚凯信息系统无锡有限公司梁溪
2409:8720:1700:0712:* 无锡城投建设有限公司
2409:8720:1700:0713:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0714:* 中信银行股份有限公司无锡分行
2409:8720:1700:0715:* 无锡惠泉康旅健康发展有限公司
2409:8720:1700:0716:* 梁溪区程新龙小吃店
2409:8720:1700:0717:* 梁溪区乔氏龙虾餐馆
2409:8720:1700:0718:* 梁溪区孙晓凯餐饮店
2409:8720:1700:0719:* 梁溪区鲜一方餐饮店
2409:8720:1700:071A:* 无锡丽华快餐管理有限公司
2409:8720:1700:071B:* 梁溪区南丫食档餐饮店
2409:8720:1700:071C:* 无锡国美峰驭电器销售有限公司
2409:8720:1700:071D:* 京东智能城市（无锡）科技有限公司（梁溪智脑-智慧小屋及人群分析系统建设项目）
2409:8720:1700:071E:* 梁溪区一粥一粉餐饮店
2409:8720:1700:071F:* 无锡市学而思教育培训中心有限公司
2409:8720:1700:0720:* 梁溪区槐古二村邢小飞小吃店
2409:8720:1700:0721:* 梁溪区卤香惬意卤菜店
2409:8720:1700:0723:* 无锡梧桐心愿餐饮管理有限公司
2409:8720:1700:0724:* 梁溪区莱福茶饮店
2409:8720:1700:0726:* 梁溪区祥顺唐闸熟食店
2409:8720:1700:0727:* 梁溪区王丽花早点店
2409:8720:1700:0728:* 梁溪金点小吃店
2409:8720:1700:0729:* 无锡蓝星石油化工有限责任公司
2409:8720:1700:072A:* 无锡港力物业管理有限公司
2409:8720:1700:072B:* 梁溪区夏灵记餐饮店（个体工商户）
2409:8720:1700:072C:* 梁溪区福猩餐饮店（个体工商户）
2409:8720:1700:072D:* 中信银行股份有限公司无锡分行
2409:8720:1700:072E:* 无锡市梁溪区北大街街道办事处
2409:8720:1700:072F:* 梁溪区有幸小食院
2409:8720:1700:0730:* 无锡市王兴记有限公司御兴苑中餐店
2409:8720:1700:0731:* 无锡市王兴记有限公司御兴苑中餐店
2409:8720:1700:0732:* 梁溪区辰小禾鲜奶茶饮店
2409:8720:1700:0733:* 梁溪区金美奇餐饮店（个体工商户）
2409:8720:1700:0734:* 梁溪区添鲜配小吃店
2409:8720:1700:0735:* 无锡梧桐心愿餐饮管理有限公司
2409:8720:1700:0736:* 无锡梧桐心愿餐饮管理有限公司
2409:8720:1700:0737:* 无锡梧桐心愿餐饮管理有限公司
2409:8720:1700:0738:* 无锡丽华快餐管理有限公司
2409:8720:1700:0739:* 无锡丽华快餐管理有限公司
2409:8720:1700:073A:* 无锡市第二人民医院
2409:8720:1700:073B:* 南通建工集团股份有限公司
2409:8720:1700:073C:* 梁溪区宇和飞餐饮店（个体工商户）
2409:8720:1700:073D:* 上海泰妃阁餐饮管理有限公司无锡分公司
2409:8720:1700:0740:* 无锡市学而思教育培训中心有限公司
2409:8720:1700:0741:* 江苏正方园建设集团有限公司
2409:8720:1700:0742:* 梁溪九冠园餐饮店（个体工商户）
2409:8720:1700:0743:* 梁溪区渝代荣餐饮店（个体工商户）
2409:8720:1700:0744:* 无锡华驿酒店管理有限公司
2409:8720:1700:0800:* 梁溪区父老乡亲饭店
2409:8720:1700:0801:* 惠山区钱桥寻炊餐饮店
2409:8720:1700:0802:* 无锡城投建设有限公司
2409:8720:1700:0803:* 无锡城投建设有限公司
2409:8720:1700:0804:* 无锡城投建设有限公司
2409:8720:1700:0805:* 惠山区钱桥胥晴涵小吃店
2409:8720:1700:0806:* 江苏新路德建设有限公司
2409:8720:1700:0807:* 无锡法斯特管业有限公司
2409:8720:1700:0808:* 梁溪区小嬢嬢小吃店
2409:8720:1700:080A:* 惠山区钱桥咪蒙焖锅餐饮店
2409:8720:1700:080B:* 无锡市城南建设投资发展有限公司
2409:8720:1700:080C:* 无锡康惠护理有限公司
2409:8720:1700:080D:* 惠山区钱桥禾牛坊火锅店
2409:8720:1700:080F:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0810:* 无锡市盛道锡港机动车检测有限公司
2409:8720:1700:0811:* 苏州楠芸餐饮有限公司无锡百乐广场分公司
2409:8720:1700:0812:* 苏州楠芸餐饮有限公司无锡百乐广场分公司
2409:8720:1700:0813:* 惠山区钱桥穆伊清兰州牛肉面店
2409:8720:1700:0814:* 惠山区钱桥三英荟干锅店
2409:8720:1700:0815:* 梁溪区盛鑫餐饮店
2409:8720:1700:0816:* 惠山区钱桥亿佰餐饮店
2409:8720:1700:0817:* 惠山区钱桥张俭饮品店
2409:8720:1700:0818:* 上海领御餐饮管理有限公司无锡百乐广场店
2409:8720:1700:0819:* 惠山区钱桥祖母甄选餐饮店
2409:8720:1700:081A:* 无锡致瑞餐饮管理有限公司
2409:8720:1700:081B:* 惠山区伍号湘湘菜馆
2409:8720:1700:081C:* 惠山区钱桥粤小馆餐饮店
2409:8720:1700:081D:* 无锡睿勤科技有限公司新吴分公司
2409:8720:1700:081E:* 惠山区如君意餐饮服务部
2409:8720:1700:081F:* 梁溪区叶记烤饼店
2409:8720:1700:0821:* 惠山区钱桥钱顺生小吃店
2409:8720:1700:0822:* 无锡市陆通机械有限公司
2409:8720:1700:0823:* 无锡市科虹标牌有限公司
2409:8720:1700:0824:* 无锡市天合景观工程有限公司
2409:8720:1700:0825:* 梁溪甜萌蛋糕甜品店
2409:8720:1700:0826:* 江苏精享裕建工有限公司
2409:8720:1700:0827:* 惠山区钱桥古韵滋烧饼店
2409:8720:1700:0828:* 无锡市城南建设投资发展有限公司
2409:8720:1700:0829:* 惠山区云焰铁板烧料理店
2409:8720:1700:082A:* 锦汇建设集团有限公司
2409:8720:1700:082B:* 无锡安塔斯餐饮管理咨询有限公司
2409:8720:1700:082C:* 惠山区钱桥辰玥小吃店
2409:8720:1700:082D:* 惠山区钱桥悦盛西餐厅
2409:8720:1700:082E:* 上海萨莉亚餐饮有限公司无锡盛岸西路店
2409:8720:1700:082F:* 惠山区钱桥瓦热斯新疆烧烤店
2409:8720:1700:0830:* 惠山区钱桥念念琴小吃店
2409:8720:1700:0831:* 惠山区钱桥鼓兴小吃店
2409:8720:1700:0832:* 惠山区钱桥和真记面馆
2409:8720:1700:0833:* 惠山区钱桥凯滔面馆
2409:8720:1700:0834:* 惠山区钱桥佳源馄饨店
2409:8720:1700:0835:* 惠山区鑫舆隆餐饮店
2409:8720:1700:0836:* 浙江高川新材料有限公司
2409:8720:1700:0837:* 惠山区钱桥杭渝火锅店
2409:8720:1700:0838:* 梁溪区小小魏家常菜馆
2409:8720:1700:0839:* 惠山区钱桥尖椒小卤餐饮店
2409:8720:1700:083A:* 惠山区钱桥海食贝面馆
2409:8720:1700:083B:* 梁溪区惠心素素食店
2409:8720:1700:083C:* 梁溪区红鲤鱼小酒馆（个体工商户）
2409:8720:1700:083D:* 无锡泰鑫咖啡贸易有限公司
2409:8720:1700:083E:* 梁溪区口味佳食品店
2409:8720:1700:083F:* 梁溪区李志文餐饮店（个体工商户）
2409:8720:1700:0840:* 梁溪区张洪伟餐饮店（个体工商户）
2409:8720:1700:0841:* 无锡中铭智建科技有限公司（爸爸糖食品科技产业建设工程）
2409:8720:1700:0842:* 梁溪区欧帝咖啡设备商行（个体工商户）
2409:8720:1700:0900:* 无锡地铁集团有限公司
2409:8720:1700:0901:* 广州天力建筑工程有限公司（无锡富力十号工程项目部）
2409:8720:1700:0902:* 梁溪强强牛馆餐饮店
2409:8720:1700:0903:* 同庆楼太湖餐饮无锡有限公司
2409:8720:1700:0904:* 京东智能城市（无锡）科技有限公司（梁溪智脑-智慧小屋及人群分析系统建设项目）
2409:8720:1700:0905:* 京东智能城市（无锡）科技有限公司（梁溪智脑-智慧小屋及人群分析系统建设项目）
2409:8720:1700:0906:* 梁溪区佰岛冰石小吃店
2409:8720:1700:0907:* 中信银行股份有限公司无锡分行
2409:8720:1700:0908:* 经开区好想来小笼店
2409:8720:1700:0909:* 梁溪区蓉顺秘制麻辣烫店(个体工商户)
2409:8720:1700:090A:* 无锡恒烨软件技术有限公司
2409:8720:1700:090B:* 无锡鼎丰膳供应链管理有限责任公司第六中学分公司
2409:8720:1700:090C:* 无锡市群策餐饮管理有限公司第六高级中学分公司
2409:8720:1800:0000:* 国联证券股份有限公司
2409:8720:1800:0001:* 易视腾科技股份有限公司
2409:8720:1800:0002:* 国联证券股份有限公司
2409:8720:1800:0003:* 江苏中育优教科技发展有限公司
2409:8720:1800:0004:* 朗新科技集团股份有限公司
2409:8720:1800:0005:* 捷普电子（无锡）有限公司
2409:8720:1800:0006:* 无锡锡商银行股份有限公司
2409:8720:1800:0007:* 江苏晓镭信息科技有限公司（宜兴）
2409:8720:1800:0008:* 无锡新联热力有限公司
2409:8720:1800:0009:* 国联期货股份有限公司
2409:8720:1800:000A:* 中报国际网络无锡有限公司
2409:8720:1800:000B:* 浙江海淘云数据有限公司
2409:8720:1800:000C:* 江苏网擎信息技术有限公司（前洲）
2409:8720:1800:0200:* 江苏网擎信息技术有限公司（前洲）
2409:8720:1800:0300:* 江阴市普尔网络信息技术有限公司
2409:8720:1800:0400:* 江苏网擎信息技术有限公司（前洲）
2409:8720:1900:0000:* 无锡市翠山餐饮管理服务有限公司
2409:8720:1900:0001:* 无锡市翠山餐饮管理服务有限公司
2409:8720:1900:0002:* 无锡市帝都餐饮服务有限公司
2409:8720:1900:0003:* 江苏华泽微福科技发展有限公司
2409:8720:1900:0004:* 新吴区钦华小吃店
2409:8720:1900:0005:* 台安科技（无锡）有限公司
2409:8720:1900:0006:* 新吴区甄甄好餐饮服务部
2409:8720:1900:0007:* 新吴区邱小胖小吃店
2409:8720:1900:0008:* 新吴区迅杰食堂
2409:8720:1900:0009:* 新吴区姚哥餐饮店
2409:8720:1900:000A:* 百尔制冷（无锡）有限公司
2409:8720:1900:000B:* 百尔制冷（无锡）有限公司
2409:8720:1900:000C:* 无锡市新吴区人民政府旺庄街道办事处(尚东)
2409:8720:1900:000D:* 新吴区君品鲜土菜馆
2409:8720:1900:000E:* 无锡法福表面处理技术有限公司
2409:8720:1900:000F:* 新吴区徐连花淮南牛肉汤店
2409:8720:1900:0010:* 新吴区鲁小胖早餐店
2409:8720:1900:0014:* 无锡麦基希亩精密模塑有限公司
2409:8720:1900:0015:* 新吴区白双小吃店
2409:8720:1900:0016:* 新吴区猴哥炸串店
2409:8720:1900:0017:* 新吴区燚皖香板面店
2409:8720:1900:0018:* 新吴区金麦轩馒头店
2409:8720:1900:0019:* 新吴区欣妍小吃店
2409:8720:1900:001A:* 无锡乐东微电子有限公司
2409:8720:1900:001B:* 新吴区乐可福小吃店
2409:8720:1900:001C:* 新吴区威运小吃店
2409:8720:1900:001D:* 无锡维度智慧技术有限公司
2409:8720:1900:001E:* 新吴区早膳好小吃店（个体工商户）
2409:8720:1900:001F:* 无锡丰尚商业运营管理有限公司
2409:8720:1900:0020:* 无锡宜澜酒店管理有限公司
2409:8720:1900:0021:* 无锡来德福特检测科技有限公司
2409:8720:1900:0022:* 新吴区陈闪闪餐饮店
2409:8720:1900:0100:* 新吴区疆老六餐饮店
2409:8720:1900:0101:* 无锡锡新机动车检测有限公司
2409:8720:1900:0102:* 无锡市英曼特环境技术有限公司
2409:8720:1900:0103:* 新吴区丫小屋米线店
2409:8720:1900:0104:* 新吴区忆回香餐饮店
2409:8720:1900:0105:* 新吴区红盖小仙烧饼店
2409:8720:1900:0106:* 新吴区华建小吃店
2409:8720:1900:0107:* 新吴区孙发全小吃店
2409:8720:1900:0108:* 新吴区唉呀烧烤店
2409:8720:1900:0109:* 新吴区欢笑螺蛳粉店
2409:8720:1900:010A:* 无锡宝通科技股份有限公司
2409:8720:1900:010B:* 浙江丹鸟物流科技有限公司
2409:8720:1900:010C:* 新吴区夏之爽饮品店
2409:8720:1900:010D:* 新吴区惠优民擀面皮店
2409:8720:1900:010E:* 新吴区杨妈妈手擀面店
2409:8720:1900:010F:* 新吴区黄大嫂小吃店
2409:8720:1900:0110:* 新吴区韩湘缘餐饮店
2409:8720:1900:0111:* 新吴区这碗香餐饮店
2409:8720:1900:0112:* 新吴区如遇卷饼店
2409:8720:1900:0113:* 新吴区家广小吃店
2409:8720:1900:0114:* 新吴区花田错饭店
2409:8720:1900:0115:* 新吴区三食韩品小吃店
2409:8720:1900:0116:* 新吴区好汤好味刀削面馆
2409:8720:1900:0117:* 新吴区栗行麻辣烫店
2409:8720:1900:0118:* 新吴区余大妈饺子馆
2409:8720:1900:0119:* 新吴区再乃拜拉面店
